,player_name,team_abbreviation,age,player_height,player_weight,season
2663,Milt Palacio,CLE,25,190.5,88.45044,2002-03
2664,Monty Williams,PHI,31,203.2,102.0582,2002-03
2665,Moochie Norris,HOU,29,187.96,83.91452,2002-03
2666,Qyntel Woods,POR,22,203.2,100.243832,2002-03
2667,Quentin Richardson,LAC,23,198.12,107.047712,2002-03
2668,Primoz Brezec,IND,23,215.9,114.305184,2002-03
2669,Predrag Savovic,DEN,27,198.12,102.0582,2002-03
2670,Predrag Drobnjak,SEA,27,210.82,123.377024,2002-03
2671,Popeye Jones,DAL,33,203.2,113.398,2002-03
2672,Pepe Sanchez,DET,26,193.04,88.45044,2002-03
2673,Peja Stojakovic,SAC,26,208.28,103.872568,2002-03
2674,Paul Shirley,ATL,25,208.28,104.32616,2002-03
2675,Paul Pierce,BOS,25,198.12,104.32616,2002-03
2676,Pau Gasol,MEM,22,213.36,102.965384,2002-03
2677,Pat Garrity,ORL,26,205.74,107.954896,2002-03
2678,Pat Burke,ORL,29,210.82,113.398,2002-03
2679,P.J. Brown,NOH,33,210.82,108.408488,2002-03
2680,Othella Harrington,NYK,29,205.74,106.59412,2002-03
2681,Oscar Torres,GSW,26,198.12,95.25432,2002-03
2682,Olumide Oyedeji,ORL,22,208.28,108.86208,2002-03
2683,Nikoloz Tskitishvili,DEN,20,213.36,102.0582,2002-03
2684,Nick Van Exel,DAL,31,185.42,88.45044,2002-03
2685,Nene,DEN,20,210.82,117.93392,2002-03
2686,Nazr Mohammed,ATL,25,208.28,113.398,2002-03
2687,Nate Huffman,TOR,28,215.9,111.13004,2002-03
2688,Morris Peterson,TOR,25,200.66,97.52228,2002-03
2689,Mateen Cleaves,SAC,25,187.96,92.98636,2002-03
2690,Marko Jaric,LAC,24,200.66,89.811216,2002-03
2691,Mark Strickland,DAL,32,208.28,99.79024,2002-03
2692,Mark Madsen,LAL,27,205.74,111.13004,2002-03
2693,Kirk Haston,NOH,24,205.74,109.769264,2002-03
2694,Keyon Dooling,LAC,23,190.5,88.904032,2002-03
2695,Kevin Willis,SAS,40,213.36,111.13004,2002-03
2696,Kevin Ollie,SEA,30,187.96,88.45044,2002-03
2697,Kevin Garnett,MIN,27,210.82,99.79024,2002-03
2698,Kerry Kittles,NJN,29,195.58,81.64656,2002-03
2699,Keon Clark,SAC,28,210.82,100.243832,2002-03
2700,Kenyon Martin,NJN,25,205.74,106.140528,2002-03
2701,Kenny Thomas,PHI,25,200.66,111.13004,2002-03
2702,Kenny Satterfield,PHI,22,187.96,77.11064,2002-03
2703,Kenny Anderson,NOH,32,185.42,76.203456,2002-03
2704,Kendall Gill,MIN,35,195.58,97.52228,2002-03
2705,Ken Johnson,MIA,25,208.28,108.86208,2002-03
2706,Kelvin Cato,HOU,28,210.82,124.7378,2002-03
2707,Keith Van Horn,PHI,27,208.28,115.66596,2002-03
2708,Kedrick Brown,BOS,22,200.66,100.697424,2002-03
2709,Karl Malone,UTA,39,205.74,116.119552,2002-03
2710,Kareem Rush,LAL,22,198.12,97.52228,2002-03
2711,Juwan Howard,DEN,30,205.74,117.93392,2002-03
2712,Junior Harrington,DEN,22,193.04,86.18248,2002-03
2713,Jumaine Jones,CLE,24,203.2,98.883056,2002-03
2714,Juaquin Hawkins,HOU,29,200.66,92.98636,2002-03
2715,Juan Dixon,WAS,24,190.5,74.389088,2002-03
2716,Kobe Bryant,LAL,24,200.66,97.52228,2002-03
2717,Raef LaFrentz,DAL,27,210.82,111.13004,2002-03
2718,Kurt Thomas,NYK,30,205.74,106.59412,2002-03
2719,LaPhonso Ellis,MIA,33,203.2,108.86208,2002-03
2720,Mark Jackson,UTA,38,190.5,88.45044,2002-03
2721,Mark Bryant,BOS,38,205.74,113.398,2002-03
2722,Mark Blount,BOS,27,213.36,113.398,2002-03
2723,Marcus Haislip,MIL,22,208.28,104.32616,2002-03
2724,Marcus Fizer,CHI,24,203.2,117.93392,2002-03
2725,Marcus Camby,DEN,29,210.82,102.0582,2002-03
2726,Marc Jackson,MIN,28,208.28,122.46984,2002-03
2727,Manu Ginobili,SAS,25,198.12,95.25432,2002-03
2728,Mamadou N'diaye,TOR,28,213.36,115.66596,2002-03
2729,Malik Rose,SAS,28,200.66,115.66596,2002-03
2730,Malik Allen,MIA,25,208.28,115.66596,2002-03
2731,Maceo Baston,TOR,27,205.74,97.52228,2002-03
2732,Lucious Harris,NJN,32,195.58,92.98636,2002-03
2733,Lorenzen Wright,MEM,27,210.82,108.86208,2002-03
2734,Loren Woods,MIN,25,215.9,111.583632,2002-03
2735,Lonny Baxter,CHI,24,203.2,117.93392,2002-03
2736,Lindsey Hunter,TOR,32,187.96,88.45044,2002-03
2737,Lee Nailon,NYK,28,205.74,107.954896,2002-03
2738,Lawrence Funderburke,SAC,32,205.74,104.32616,2002-03
2739,Lavor Postell,NYK,25,195.58,97.52228,2002-03
2740,Latrell Sprewell,NYK,32,195.58,88.45044,2002-03
2741,Larry Hughes,WAS,24,195.58,83.460928,2002-03
2742,Lamar Odom,LAC,23,208.28,100.243832,2002-03
2743,Kwame Brown,WAS,21,210.82,112.490816,2002-03
2744,Jonathan Bender,IND,22,213.36,99.336648,2002-03
2745,Rafer Alston,TOR,26,187.96,79.3786,2002-03
2746,Randy Brown,PHX,35,187.96,86.18248,2002-03
2747,Tracy McGrady,ORL,24,203.2,95.25432,2002-03
2748,Tony Parker,SAS,21,187.96,81.64656,2002-03
2749,Tony Massenburg,UTA,35,205.74,113.398,2002-03
2750,Tony Delk,BOS,29,187.96,85.728888,2002-03
2751,Tony Battie,BOS,27,210.82,108.86208,2002-03
2752,Toni Kukoc,MIL,34,210.82,106.59412,2002-03
2753,Tom Gugliotta,PHX,33,208.28,113.398,2002-03
2754,Todd MacCulloch,PHI,27,213.36,115.66596,2002-03
2755,Tito Maddox,HOU,22,193.04,86.18248,2002-03
2756,Tim Thomas,MIL,26,208.28,108.86208,2002-03
2757,Tracy Murray,LAL,31,200.66,103.418976,2002-03
2758,Tim Hardaway,IND,36,182.88,88.45044,2002-03
2759,Tierre Brown,CLE,24,187.96,85.728888,2002-03
2760,Theo Ratliff,ATL,30,208.28,104.32616,2002-03
2761,Terence Morris,HOU,24,205.74,100.243832,2002-03
2762,Tayshaun Prince,DET,23,205.74,97.52228,2002-03
2763,Tariq Abdul-Wahad,DAL,28,198.12,102.0582,2002-03
2764,Tamar Slay,NJN,23,203.2,97.52228,2002-03
2765,Stromile Swift,MEM,23,205.74,102.0582,2002-03
2766,Steven Smith,SAS,34,203.2,100.243832,2002-03
2767,Steven Hunter,ORL,21,213.36,99.79024,2002-03
2768,Steve Nash,DAL,29,190.5,88.45044,2002-03
2769,Tim Duncan,SAS,27,213.36,117.93392,2002-03
2770,Travis Best,MIA,30,180.34,83.460928,2002-03
2771,Travis Knight,NYK,28,213.36,106.59412,2002-03
2772,Tremaine Fowlkes,LAC,27,203.2,99.79024,2002-03
2773,Zendon Hamilton,TOR,28,210.82,115.212368,2002-03
2774,Zeljko Rebraca,DET,31,213.36,116.573144,2002-03
2775,Zach Randolph,POR,21,205.74,114.758776,2002-03
2776,Yao Ming,HOU,22,226.06,134.263232,2002-03
2777,Wesley Person,MEM,32,198.12,90.7184,2002-03
2778,Wang Zhi-zhi,LAC,25,215.9,124.7378,2002-03
2779,Walter McCarty,BOS,29,208.28,104.32616,2002-03
2780,Walt Williams,DAL,33,203.2,104.32616,2002-03
2781,Wally Szczerbiak,MIN,26,200.66,110.676448,2002-03
2782,Voshon Lenard,TOR,30,193.04,92.98636,2002-03
2783,Vladimir Stepania,MIA,27,215.9,115.66596,2002-03
2784,Vladimir Radmanovic,SEA,22,208.28,106.140528,2002-03
2785,Vlade Divac,SAC,35,215.9,117.93392,2002-03
2786,Vitaly Potapenko,SEA,28,208.28,129.27372,2002-03
2787,Vincent Yarbrough,DEN,22,200.66,95.25432,2002-03
2788,Vince Carter,TOR,26,198.12,102.0582,2002-03
2789,Vin Baker,BOS,31,210.82,113.398,2002-03
2790,Tyson Chandler,CHI,20,215.9,106.59412,2002-03
2791,Tyronn Lue,WAS,26,182.88,80.739376,2002-03
2792,Tyrone Hill,PHI,35,205.74,113.398,2002-03
2793,Troy Murphy,GSW,23,210.82,111.13004,2002-03
2794,Troy Hudson,MIN,27,185.42,77.11064,2002-03
2795,Trenton Hassell,CHI,24,195.58,90.7184,2002-03
2796,Steve Kerr,SAS,37,185.42,81.64656,2002-03
2797,Steve Francis,HOU,26,190.5,88.45044,2002-03
2798,Stephon Marbury,PHX,26,187.96,92.98636,2002-03
2799,Stephen Jackson,SAS,25,203.2,99.79024,2002-03
2800,Ron Mercer,IND,27,200.66,95.25432,2002-03
2801,Roger Mason Jr.,CHI,22,195.58,90.7184,2002-03
2802,Rodney White,DEN,23,205.74,104.32616,2002-03
2803,Rodney Rogers,NJN,32,200.66,115.66596,2002-03
2804,Rod Strickland,MIN,36,190.5,83.91452,2002-03
2805,Robert Traylor,NOH,26,203.2,128.820128,2002-03
2806,Robert Pack,NOH,34,187.96,86.18248,2002-03
2807,Robert Horry,LAL,32,208.28,107.954896,2002-03
2808,Robert Archibald,MEM,23,210.82,113.398,2002-03
2809,Ricky Davis,CLE,23,200.66,89.357624,2002-03
2810,Rick Fox,LAL,33,200.66,106.59412,2002-03
2811,Rick Brunson,CHI,31,193.04,86.18248,2002-03
2812,Richard Jefferson,NJN,23,200.66,100.697424,2002-03
2813,Richard Hamilton,DET,25,200.66,87.543256,2002-03
2814,Reggie Slater,MIN,32,200.66,115.66596,2002-03
2815,Reggie Miller,IND,37,200.66,88.45044,2002-03
2816,Reggie Evans,SEA,23,203.2,111.13004,2002-03
2817,Ray Allen,SEA,27,195.58,92.98636,2002-03
2818,Rasual Butler,MIA,24,200.66,92.98636,2002-03
2819,Rasho Nesterovic,MIN,27,213.36,112.490816,2002-03
2820,Rasheed Wallace,POR,28,210.82,104.32616,2002-03
2821,Rashard Lewis,SEA,23,208.28,97.52228,2002-03
2822,Randy Livingston,NOH,28,193.04,94.800728,2002-03
2823,Ruben Boumtje-Boumtje,POR,25,213.36,116.573144,2002-03
2824,Raja Bell,DAL,26,195.58,92.98636,2002-03
2825,Ruben Patterson,POR,27,195.58,101.604608,2002-03
2826,Ryan Bowen,DEN,27,205.74,99.79024,2002-03
2827,Stacey Augmon,NOH,34,203.2,96.615096,2002-03
2828,Speedy Claxton,SAS,25,180.34,75.296272,2002-03
2829,Soumaila Samake,LAL,25,208.28,108.86208,2002-03
2830,Smush Parker,CLE,22,193.04,81.64656,2002-03
2831,Slava Medvedenko,LAL,24,208.28,115.66596,2002-03
2832,Shawn Marion,PHX,25,200.66,97.52228,2002-03
2833,Shawn Kemp,ORL,33,208.28,127.00576,2002-03
2834,Shawn Bradley,DAL,31,228.6,124.7378,2002-03
2835,Shareef Abdur-Rahim,ATL,26,205.74,108.86208,2002-03
2836,Shaquille O'Neal,LAL,31,215.9,151.95332,2002-03
2837,Shane Battier,MEM,24,203.2,99.79024,2002-03
2838,Shandon Anderson,NYK,29,198.12,95.25432,2002-03
2839,Shammond Williams,DEN,28,185.42,91.171992,2002-03
2840,Sean Rooks,LAC,33,208.28,117.93392,2002-03
2841,Sean Marks,MIA,27,208.28,113.398,2002-03
2842,Sean Lampley,MIA,23,200.66,102.965384,2002-03
2843,Scottie Pippen,POR,37,203.2,103.418976,2002-03
2844,Scott Williams,PHX,35,208.28,117.93392,2002-03
2845,Scott Padgett,UTA,27,205.74,108.86208,2002-03
2846,Scot Pollard,SAC,28,210.82,120.20188,2002-03
2847,Samaki Walker,LAL,27,205.74,115.66596,2002-03
2848,Sam Cassell,MIL,33,190.5,83.91452,2002-03
2849,Ryan Humphrey,MEM,23,203.2,106.59412,2002-03
2850,Ruben Wolkowyski,BOS,29,208.28,124.7378,2002-03
2851,Zydrunas Ilgauskas,CLE,28,220.98,117.93392,2002-03
2852,Jon Barry,DET,33,195.58,95.25432,2002-03
2853,John Salmons,PHI,23,200.66,95.25432,2002-03
2854,Chris Webber,SAC,30,208.28,111.13004,2002-03
2855,Chris Owens,MEM,24,200.66,111.13004,2002-03
2856,Chris Mills,GSW,33,200.66,99.79024,2002-03
2857,Chris Mihm,CLE,23,213.36,120.20188,2002-03
2858,Chris Jefferies,TOR,23,203.2,97.52228,2002-03
2859,Chris Dudley,POR,38,210.82,117.93392,2002-03
2860,Chris Crawford,ATL,28,205.74,106.59412,2002-03
2861,Chris Childs,NJN,35,190.5,88.45044,2002-03
2862,Chris Andersen,DEN,24,208.28,99.79024,2002-03
2863,Cherokee Parks,LAC,30,210.82,108.86208,2002-03
2864,Chauncey Billups,DET,26,190.5,91.625584,2002-03
2865,Charlie Ward,NYK,32,187.96,83.91452,2002-03
2866,Charles Smith,POR,27,193.04,90.7184,2002-03
2867,Charles Oakley,WAS,39,205.74,112.490816,2002-03
2868,Cezary Trybanski,MEM,23,218.44,108.86208,2002-03
2869,Casey Jacobsen,PHX,22,198.12,97.52228,2002-03
2870,Caron Butler,MIA,23,200.66,98.429464,2002-03
2871,Carlos Boozer,CLE,21,205.74,127.00576,2002-03
2872,Carlos Arroyo,UTA,23,187.96,91.625584,2002-03
2873,Calvin Booth,SEA,27,210.82,104.779752,2002-03
2874,Calbert Cheaney,UTA,31,200.66,98.429464,2002-03
2875,Bryon Russell,WAS,32,200.66,102.0582,2002-03
2876,Bryce Drew,NOH,28,190.5,83.460928,2002-03
2877,Chris Whitney,ORL,31,182.88,79.3786,2002-03
2878,Bruno Sundov,BOS,23,218.44,111.583632,2002-03
2879,Chris Wilcox,LAC,20,208.28,100.243832,2002-03
2880,Chucky Atkins,DET,28,180.34,72.57472,2002-03
2881,Darvin Ham,ATL,29,200.66,104.32616,2002-03
2882,Darrell Armstrong,ORL,35,185.42,81.64656,2002-03
2883,Darius Miles,CLE,21,205.74,95.25432,2002-03
2884,Danny Manning,DET,37,208.28,106.140528,2002-03
2885,Danny Fortson,GSW,27,203.2,117.93392,2002-03
2886,Danny Ferry,SAS,36,208.28,106.59412,2002-03
2887,Dan Langhi,PHX,25,210.82,99.79024,2002-03
2888,Dan Gadzuric,MIL,25,210.82,108.86208,2002-03
2889,Dan Dickau,ATL,24,182.88,86.18248,2002-03
2890,Damone Brown,TOR,24,203.2,91.625584,2002-03
2891,Damon Stoudamire,POR,29,177.8,77.564232,2002-03
2892,Damon Jones,SAC,26,190.5,83.91452,2002-03
2893,Dalibor Bagaric,CHI,22,215.9,131.54168,2002-03
2894,Dale Davis,POR,34,210.82,114.305184,2002-03
2895,Dajuan Wagner,CLE,20,190.5,90.7184,2002-03
2896,Cuttino Mobley,HOU,27,193.04,95.25432,2002-03
2897,Courtney Alexander,NOH,26,195.58,92.98636,2002-03
2898,Corliss Williamson,DET,29,200.66,111.13004,2002-03
2899,Corie Blount,CHI,34,208.28,109.769264,2002-03
2900,Corey Maggette,LAC,23,198.12,103.418976,2002-03
2901,Corey Benjamin,ATL,25,198.12,90.7184,2002-03
2902,Clifford Robinson,DET,36,208.28,102.0582,2002-03
2903,Clar. Weatherspoon,NYK,32,200.66,122.46984,2002-03
2904,Christian Laettner,WAS,33,210.82,111.13004,2002-03
2905,David Robinson,SAS,37,215.9,113.398,2002-03
2906,Bruce Bowen,SAS,32,200.66,90.7184,2002-03
2907,Brian Shaw,LAL,37,198.12,90.7184,2002-03
2908,Anthony Peeler,MIN,33,193.04,94.347136,2002-03
2909,Anthony Mason,MIL,36,203.2,115.66596,2002-03
2910,Anthony Johnson,NJN,28,190.5,86.18248,2002-03
2911,Anthony Goldwire,WAS,31,187.96,82.553744,2002-03
2912,Anthony Carter,MIA,28,187.96,88.45044,2002-03
2913,Antawn Jamison,GSW,27,205.74,101.151016,2002-03
2914,Ansu Sesay,SEA,26,205.74,102.0582,2002-03
2915,Anfernee Hardaway,PHX,31,200.66,97.52228,2002-03
2916,Andrew DeClercq,ORL,30,208.28,115.66596,2002-03
2917,Andrei Kirilenko,UTA,22,205.74,102.0582,2002-03
2918,Andre Miller,LAC,27,187.96,90.7184,2002-03
2919,Amar'e Stoudemire,PHX,20,208.28,111.13004,2002-03
2920,A.J. Guyton,GSW,25,185.42,81.64656,2002-03
2921,Aaron McKie,PHI,30,195.58,94.800728,2002-03
2922,Aaron Williams,NJN,31,205.74,108.86208,2002-03
2923,Adam Harrington,DEN,22,195.58,90.7184,2002-03
2924,Adonal Foyle,GSW,28,208.28,120.20188,2002-03
2925,Adrian Griffin,DAL,28,195.58,104.32616,2002-03
2926,Al Harrington,IND,23,205.74,113.398,2002-03
2927,Alan Henderson,ATL,30,205.74,108.86208,2002-03
2928,Allan Houston,NYK,32,198.12,90.7184,2002-03
2929,Allen Iverson,PHI,28,182.88,74.84268,2002-03
2930,Alton Ford,PHX,22,205.74,127.00576,2002-03
2931,Antoine Rigaudeau,DAL,31,200.66,95.25432,2002-03
2932,Brian Skinner,PHI,27,205.74,120.20188,2002-03
2933,Antoine Walker,BOS,26,205.74,111.13004,2002-03
2934,Antonio Davis,TOR,34,205.74,104.32616,2002-03
2935,Brian Scalabrine,NJN,25,205.74,108.86208,2002-03
2936,Brian Grant,MIA,31,205.74,115.212368,2002-03
2937,Brian Cardinal,WAS,26,203.2,111.13004,2002-03
2938,Brevin Knight,MEM,27,177.8,77.11064,2002-03
2939,Brent Barry,SEA,31,198.12,92.079176,2002-03
2940,Brendan Haywood,WAS,23,213.36,121.562656,2002-03
2941,Brandon Williams,ATL,28,198.12,97.52228,2002-03
2942,Brandon Armstrong,NJN,23,195.58,83.91452,2002-03
2943,Brad Miller,IND,27,213.36,118.387512,2002-03
2944,Bostjan Nachbar,HOU,22,205.74,100.243832,2002-03
2945,Bonzi Wells,POR,26,195.58,95.25432,2002-03
2946,Bobby Simmons,WAS,23,198.12,106.59412,2002-03
2947,Bobby Jackson,SAC,30,185.42,83.91452,2002-03
2948,Bob Sura,GSW,30,195.58,90.7184,2002-03
2949,Bo Outlaw,PHX,32,203.2,99.79024,2002-03
2950,Bimbo Coles,BOS,35,187.96,82.553744,2002-03
2951,Ben Wallace,DET,28,205.74,108.86208,2002-03
2952,Baron Davis,NOH,24,190.5,101.151016,2002-03
2953,Avery Johnson,DAL,38,180.34,81.64656,2002-03
2954,Austin Croshere,IND,28,208.28,109.769264,2002-03
2955,Arvydas Sabonis,POR,38,220.98,132.448864,2002-03
2956,Art Long,TOR,30,205.74,113.398,2002-03
2957,Antonio Harvey,ATL,32,210.82,113.398,2002-03
2958,Antonio Daniels,POR,28,193.04,92.98636,2002-03
2959,John Stockton,UTA,41,185.42,79.3786,2002-03
2960,David Wesley,NOH,32,185.42,92.079176,2002-03
2961,DeShawn Stevenson,UTA,22,195.58,95.25432,2002-03
2962,Jarron Collins,UTA,24,210.82,114.305184,2002-03
2963,Jared Jeffries,WAS,21,210.82,104.32616,2002-03
2964,Jannero Pargo,LAL,23,187.96,77.11064,2002-03
2965,Jamison Brewer,IND,22,193.04,83.460928,2002-03
2966,James Posey,HOU,26,203.2,97.52228,2002-03
2967,Jamal Sampson,MIL,20,210.82,106.59412,2002-03
2968,Jamal Mashburn,NOH,30,203.2,112.037224,2002-03
2969,Jamal Crawford,CHI,23,195.58,86.18248,2002-03
2970,Jamaal Tinsley,IND,25,190.5,88.45044,2002-03
2971,Jamaal Magloire,NOH,25,210.82,117.480328,2002-03
2972,Jason Caffey,MIL,30,203.2,116.119552,2002-03
2973,Jalen Rose,CHI,30,203.2,98.429464,2002-03
2974,Jake Tsakalidis,PHX,24,218.44,131.54168,2002-03
2975,Jahidi White,WAS,27,205.74,131.54168,2002-03
2976,Jacque Vaughn,ORL,28,185.42,86.18248,2002-03
2977,J.R. Bremer,BOS,22,187.96,83.91452,2002-03
2978,Ira Newble,ATL,28,200.66,99.79024,2002-03
2979,Igor Rakocevic,MIN,25,187.96,83.460928,2002-03
2980,Hubert Davis,DET,33,195.58,83.007336,2002-03
2981,Howard Eisley,NYK,30,187.96,81.64656,2002-03
2982,Horace Grant,ORL,37,208.28,111.13004,2002-03
2983,Hedo Turkoglu,SAC,24,208.28,99.79024,2002-03
2984,Jake Voskuhl,PHX,25,210.82,111.13004,2002-03
2985,Jason Collier,HOU,25,213.36,117.93392,2002-03
2986,Jason Collins,NJN,24,213.36,117.93392,2002-03
2987,Jason Kidd,NJN,30,193.04,96.161504,2002-03
2988,John Crotty,DEN,33,185.42,83.91452,2002-03
2989,Amal McCaskill,ATL,29,210.82,111.13004,2002-03
2990,John Amaechi,UTA,32,208.28,122.46984,2002-03
2991,Joel Przybilla,MIL,23,215.9,115.66596,2002-03
2992,Joe Smith,MIN,27,208.28,102.0582,2002-03
2993,Joe Johnson,PHX,22,200.66,106.59412,2002-03
2994,Jiri Welsch,GSW,23,200.66,94.347136,2002-03
2995,Jim Jackson,SAC,32,198.12,99.79024,2002-03
2996,Jeryl Sasser,ORL,24,198.12,90.7184,2002-03
2997,Jerry Stackhouse,WAS,28,198.12,98.883056,2002-03
2998,Jerome Williams,TOR,30,205.74,93.439952,2002-03
2999,Jerome Moiso,NOH,25,208.28,105.233344,2002-03
3000,Jerome James,SEA,27,215.9,123.377024,2002-03
3001,Jermaine O'Neal,IND,24,210.82,109.769264,2002-03
3002,Jermaine Jackson,ATL,27,195.58,92.532768,2002-03
3003,Jelani McCoy,TOR,25,208.28,115.66596,2002-03
3004,Jeff Trepagnier,DEN,23,193.04,90.7184,2002-03
3005,Jeff McInnis,POR,28,193.04,81.192968,2002-03
3006,Jeff Foster,IND,26,210.82,109.769264,2002-03
3007,Jay Williams,CHI,21,187.96,88.45044,2002-03
3008,Jason Williams,MEM,27,185.42,86.18248,2002-03
3009,Jason Terry,ATL,25,187.96,81.64656,2002-03
3010,Jason Richardson,GSW,22,198.12,99.79024,2002-03
3011,Guy Rucker,GSW,25,205.74,122.46984,2002-03
3012,DeSagana Diop,CLE,21,213.36,136.0776,2002-03
3013,Greg Ostertag,UTA,30,218.44,127.00576,2002-03
3014,Greg Buckner,PHI,26,193.04,95.25432,2002-03
3015,Eddy Curry,CHI,20,210.82,129.27372,2002-03
3016,Eddie Robinson,CHI,27,205.74,95.25432,2002-03
3017,Eddie Jones,MIA,31,198.12,95.25432,2002-03
3018,Eddie House,MIA,25,185.42,81.64656,2002-03
3019,Eddie Griffin,HOU,21,208.28,105.233344,2002-03
3020,Earl Watson,MEM,24,185.42,86.18248,2002-03
3021,Earl Boykins,GSW,27,165.1,60.327736,2002-03
3022,Drew Gooden,ORL,21,208.28,104.32616,2002-03
3023,Doug Christie,SAC,33,198.12,92.98636,2002-03
3024,Donyell Marshall,CHI,30,205.74,104.32616,2002-03
3025,Donny Marshall,NJN,30,200.66,104.32616,2002-03
3026,Donnell Harvey,DEN,22,203.2,99.79024,2002-03
3027,Don Reid,DET,29,203.2,113.398,2002-03
3028,Dirk Nowitzki,DAL,25,213.36,111.13004,2002-03
3029,Dion Glover,ATL,24,195.58,103.418976,2002-03
3030,Dikembe Mutombo,NJN,37,218.44,120.20188,2002-03
3031,Devin Brown,DEN,24,195.58,106.59412,2002-03
3032,Devean George,LAL,25,203.2,102.0582,2002-03
3033,Desmond Mason,MIL,25,195.58,100.697424,2002-03
3034,Derrick Coleman,PHI,36,208.28,122.46984,2002-03
3035,Derek Fisher,LAL,28,185.42,92.98636,2002-03
3036,Derek Anderson,POR,28,195.58,88.45044,2002-03
3037,Dean Oliver,GSW,24,180.34,79.3786,2002-03
3038,Eduardo Najera,DAL,26,203.2,106.59412,2002-03
3039,Greg Foster,TOR,34,210.82,108.86208,2002-03
3040,Efthimios Rentzias,PHI,27,210.82,113.398,2002-03
3041,Elton Brand,LAC,24,203.2,120.20188,2002-03
3042,Grant Long,BOS,37,205.74,108.86208,2002-03
3043,Grant Hill,ORL,30,203.2,102.0582,2002-03
3044,Gordan Giricek,ORL,26,198.12,97.975872,2002-03
3045,Glenn Robinson,ATL,30,200.66,104.32616,2002-03
3046,Glen Rice,HOU,36,203.2,99.79024,2002-03
3047,Gilbert Arenas,GSW,21,190.5,86.636072,2002-03
3048,Gerald Wallace,SAC,20,200.66,97.52228,2002-03
3049,George Lynch,NOH,32,203.2,106.59412,2002-03
3050,Gary Trent,MIN,28,203.2,113.398,2002-03
3051,Gary Payton,MIL,34,193.04,81.64656,2002-03
3052,Elden Campbell,SEA,34,213.36,126.552168,2002-03
3053,Fred Jones,IND,24,187.96,98.883056,2002-03
3054,Frank Williams,NYK,23,190.5,92.98636,2002-03
3055,Flip Murray,SEA,23,193.04,86.18248,2002-03
3056,Evan Eschmeyer,DAL,28,210.82,115.66596,2002-03
3057,Etan Thomas,WAS,25,208.28,117.93392,2002-03
3058,Ervin Johnson,MIL,35,210.82,115.66596,2002-03
3059,Erick Strickland,IND,29,190.5,95.25432,2002-03
3060,Erick Dampier,GSW,27,210.82,120.20188,2002-03
3061,Eric Williams,BOS,30,203.2,99.79024,2002-03
3062,Eric Snow,PHI,30,190.5,92.532768,2002-03
3063,Eric Piatkowski,LAC,32,198.12,97.52228,2002-03
3064,Emanual Davis,ATL,34,195.58,88.45044,2002-03
3065,Fred Hoiberg,CHI,30,195.58,95.25432,2002-03
3066,Adrian Griffin,HOU,29,195.58,104.32616,2003-04
3067,Adonal Foyle,GSW,29,208.28,120.20188,2003-04
3068,Richard Jefferson,NJN,24,200.66,100.697424,2003-04
3069,Aaron McKie,PHI,31,195.58,94.800728,2003-04
3070,Al Harrington,IND,24,205.74,113.398,2003-04
3071,Aaron Williams,NJN,32,205.74,108.86208,2003-04
3072,Alan Henderson,ATL,31,205.74,108.86208,2003-04
3073,Alex Garcia,SAS,24,190.5,88.45044,2003-04
3074,Allan Houston,NYK,33,198.12,90.7184,2003-04
3075,Mo Williams,UTA,21,185.42,83.91452,2003-04
3076,Mitchell Butler,WAS,33,195.58,95.25432,2003-04
3077,Milt Palacio,TOR,26,190.5,88.45044,2003-04
3078,Mikki Moore,UTA,28,213.36,102.0582,2003-04
3079,Mike Wilks,HOU,25,180.34,81.64656,2003-04
3080,Mike Miller,MEM,24,203.2,98.883056,2003-04
3081,Mike James,DET,29,187.96,85.275296,2003-04
3082,Mike Dunleavy,GSW,23,205.74,104.32616,2003-04
3083,Mike Bibby,SAC,26,185.42,86.18248,2003-04
3084,Mickael Pietrus,GSW,22,198.12,95.25432,2003-04
3085,Michael Sweetney,NYK,21,203.2,117.93392,2003-04
3086,Michael Stewart,BOS,29,208.28,104.32616,2003-04
3087,Michael Ruffin,UTA,27,203.2,111.583632,2003-04
3088,Michael Redd,MIL,24,198.12,97.52228,2003-04
3089,Michael Olowokandi,MIN,29,213.36,122.46984,2003-04
3090,Michael Finley,DAL,31,200.66,102.0582,2003-04
3091,Michael Doleac,DEN,27,210.82,118.841104,2003-04
3092,Michael Curry,TOR,35,195.58,95.25432,2003-04
3093,Michael Bradley,ATL,25,208.28,102.0582,2003-04
3094,Metta World Peace,IND,24,200.66,111.583632,2003-04
3095,Mengke Bateer,TOR,28,210.82,131.54168,2003-04
3096,Melvin Ely,LAC,26,208.28,118.387512,2003-04
3097,Mehmet Okur,DET,25,210.82,112.944408,2003-04
3098,Moochie Norris,NYK,30,187.96,85.275296,2003-04
3099,Maurice Taylor,HOU,27,205.74,115.66596,2003-04
3100,Morris Peterson,TOR,26,200.66,97.52228,2003-04
3101,Ndudi Ebi,MIN,20,205.74,90.7184,2003-04
3102,Raja Bell,UTA,27,195.58,95.25432,2003-04
3103,Rafer Alston,MIA,27,187.96,79.3786,2003-04
3104,Raef LaFrentz,BOS,28,210.82,111.13004,2003-04
3105,Qyntel Woods,POR,23,203.2,100.243832,2003-04
3106,Quincy Lewis,MIN,27,200.66,97.52228,2003-04
3107,Quentin Richardson,LAC,24,195.58,107.954896,2003-04
