,player_name,team_abbreviation,age,player_height,player_weight,season
464,Eddie Johnson,HOU,39,200.66,97.52228,1997-98
465,Donald Whiteside,ATL,29,177.8,72.57472,1997-98
466,Derek Fisher,LAL,23,185.42,90.7184,1997-98
467,Don Reid,DET,24,203.2,113.398,1997-98
468,Darrick Martin,LAC,27,180.34,77.11064,1997-98
469,Erick Dampier,GSW,22,210.82,120.20188,1997-98
470,Darvin Ham,WAS,24,200.66,104.32616,1997-98
471,David Benoit,ORL,30,203.2,99.79024,1997-98
472,David Robinson,SAS,32,215.9,113.398,1997-98
473,David Vaughn,NJN,25,205.74,108.86208,1997-98
474,David Wesley,CHH,27,185.42,91.625584,1997-98
475,David Wingate,SEA,34,195.58,83.91452,1997-98
476,DeJuan Wheat,MIN,24,182.88,74.84268,1997-98
477,Dean Garrett,DEN,31,210.82,113.398,1997-98
478,Dee Brown,TOR,29,187.96,83.91452,1997-98
479,Donald Royal,CHH,32,203.2,98.883056,1997-98
480,Dell Curry,CHH,34,195.58,92.98636,1997-98
481,Dennis Scott,PHX,29,203.2,103.872568,1997-98
482,Derek Anderson,CLE,23,195.58,88.45044,1997-98
483,Derek Grimm,SAC,23,205.74,104.32616,1997-98
484,Derek Harper,ORL,36,193.04,93.439952,1997-98
485,Derek Strong,ORL,30,205.74,108.86208,1997-98
486,Derrick Coleman,PHI,31,208.28,117.93392,1997-98
487,Derrick McKey,IND,31,208.28,102.0582,1997-98
488,Detlef Schrempf,SEA,35,208.28,106.59412,1997-98
489,Dickey Simpkins,CHI,26,205.74,119.748288,1997-98
490,Dikembe Mutombo,ATL,32,218.44,118.387512,1997-98
491,Don MacLean,NJN,28,208.28,106.59412,1997-98
492,Dennis Rodman,CHI,37,198.12,99.79024,1997-98
493,Erick Strickland,DAL,24,190.5,95.25432,1997-98
494,Harvey Grant,WAS,32,205.74,102.0582,1997-98
495,Etdrick Bohannon,IND,25,205.74,99.79024,1997-98
496,Hot Rod Williams,PHX,35,210.82,111.13004,1997-98
497,Howard Eisley,UTA,25,187.96,81.64656,1997-98
498,Hubert Davis,DAL,28,195.58,83.007336,1997-98
499,Ike Austin,LAC,28,208.28,122.46984,1997-98
500,Isaiah Rider,POR,27,195.58,97.52228,1997-98
501,Ivano Newbill,VAN,27,208.28,111.13004,1997-98
502,J.R. Reid,CHH,30,208.28,112.037224,1997-98
503,Jack Haley,NJN,34,208.28,108.86208,1997-98
504,Jacque Vaughn,UTA,23,185.42,86.18248,1997-98
505,Jalen Rose,IND,25,203.2,95.25432,1997-98
506,Jamal Mashburn,MIA,25,203.2,113.398,1997-98
507,James Collins,LAC,24,193.04,88.904032,1997-98
508,James Cotton,SEA,22,195.58,99.79024,1997-98
509,James Robinson,LAC,27,187.96,81.64656,1997-98
510,Jamie Feick,MIL,23,203.2,115.66596,1997-98
511,Jaren Jackson,SAS,30,198.12,97.52228,1997-98
512,Jason Caffey,GSW,25,203.2,116.119552,1997-98
513,Jason Kidd,PHX,25,193.04,96.161504,1997-98
514,Jason Lawson,ORL,23,210.82,108.86208,1997-98
515,Jayson Williams,NJN,30,208.28,111.13004,1997-98
516,Jeff Grayer,GSW,32,195.58,95.25432,1997-98
517,Jeff Hornacek,UTA,35,193.04,86.18248,1997-98
518,Darrell Armstrong,ORL,30,185.42,81.64656,1997-98
519,Horacio Llamas,PHX,24,210.82,129.27372,1997-98
520,Horace Grant,ORL,32,208.28,111.13004,1997-98
521,Hersey Hawkins,SEA,31,190.5,90.7184,1997-98
522,Herb Williams,NYK,40,208.28,109.769264,1997-98
523,Felton Spencer,GSW,30,213.36,120.20188,1997-98
524,Fred Hoiberg,IND,25,193.04,92.079176,1997-98
525,Gary Grant,POR,33,190.5,83.91452,1997-98
526,Gary Payton,SEA,29,193.04,81.64656,1997-98
527,Jeff Nordgaard,MIL,25,200.66,102.0582,1997-98
528,George Lynch,VAN,27,203.2,103.418976,1997-98
529,George McCloud,PHX,31,203.2,102.0582,1997-98
530,George Zidek,SEA,24,213.36,113.398,1997-98
531,Gerald Madkins,GSW,29,193.04,90.7184,1997-98
532,Gerald Wilkins,ORL,34,198.12,102.0582,1997-98
533,Glen Rice,CHH,31,203.2,99.79024,1997-98
534,Ervin Johnson,MIL,30,210.82,111.13004,1997-98
535,Glenn Robinson,MIL,25,200.66,104.32616,1997-98
536,Grant Hill,DET,25,203.2,102.0582,1997-98
537,Grant Long,DET,32,205.74,112.490816,1997-98
538,Greg Anderson,ATL,34,208.28,113.398,1997-98
539,Greg Anthony,SEA,30,185.42,81.64656,1997-98
540,Greg Foster,UTA,29,210.82,113.398,1997-98
541,Greg Graham,CLE,27,193.04,78.925008,1997-98
542,Greg Minor,BOS,26,198.12,104.32616,1997-98
543,Greg Ostertag,UTA,25,218.44,127.00576,1997-98
544,Hakeem Olajuwon,HOU,35,213.36,115.66596,1997-98
545,Harold Ellis,DEN,27,195.58,99.79024,1997-98
546,Henry James,CLE,32,203.2,99.79024,1997-98
547,God Shammgod,WAS,22,182.88,76.657048,1997-98
548,Danny Manning,PHX,32,208.28,106.140528,1997-98
549,A.C. Green,DAL,34,205.74,102.0582,1997-98
550,Dana Barros,BOS,31,180.34,73.935496,1997-98
551,Armen Gilliam,MIL,34,205.74,117.93392,1997-98
552,Arvydas Sabonis,POR,33,220.98,132.448864,1997-98
553,Austin Croshere,IND,23,205.74,106.59412,1997-98
554,Avery Johnson,SAS,33,180.34,81.64656,1997-98
555,B.J. Armstrong,CHH,30,187.96,83.91452,1997-98
556,Ben Davis,NYK,25,205.74,108.86208,1997-98
557,Ben Wallace,WAS,23,205.74,108.86208,1997-98
558,Benoit Benjamin,PHI,33,213.36,120.20188,1997-98
559,Bill Curley,MIN,26,205.74,111.13004,1997-98
560,Bill Wennington,CHI,35,213.36,125.644984,1997-98
561,Billy Owens,SAC,29,205.74,102.0582,1997-98
562,Bimbo Coles,GSW,30,187.96,82.553744,1997-98
563,Bison Dele,DET,29,210.82,117.93392,1997-98
564,Blue Edwards,VAN,32,193.04,103.872568,1997-98
565,Bo Outlaw,ORL,27,203.2,95.25432,1997-98
566,Bob McCann,TOR,34,198.12,110.676448,1997-98
567,Bob Sura,CLE,25,195.58,90.7184,1997-98
568,Bobby Hurley,VAN,27,182.88,74.84268,1997-98
569,Bobby Jackson,DEN,25,185.42,83.91452,1997-98
570,Bobby Phills,CHH,28,195.58,102.511792,1997-98
571,Brad Lohaus,SAS,33,210.82,104.32616,1997-98
572,Brandon Williams,GSW,23,198.12,97.52228,1997-98
573,Brent Barry,MIA,26,198.12,88.45044,1997-98
574,Antonio McDyess,PHX,23,205.74,99.79024,1997-98
575,Antonio Lang,MIA,26,203.2,92.98636,1997-98
576,Antonio Davis,IND,29,205.74,104.32616,1997-98
577,Antonio Daniels,VAN,23,193.04,88.45044,1997-98
578,Jerald Honeycutt,MIL,23,205.74,115.212368,1997-98
579,Aaron McKie,PHI,25,195.58,94.800728,1997-98
580,Aaron Williams,SEA,26,205.74,102.0582,1997-98
581,Adam Keefe,UTA,28,205.74,104.32616,1997-98
582,Adonal Foyle,GSW,23,208.28,113.398,1997-98
583,Adrian Caldwell,DAL,31,203.2,120.20188,1997-98
584,Alan Henderson,ATL,25,205.74,106.59412,1997-98
585,Allan Houston,NYK,27,198.12,90.7184,1997-98
586,Allen Iverson,PHI,23,182.88,74.84268,1997-98
587,Alonzo Mourning,MIA,28,208.28,118.387512,1997-98
588,Alton Lister,POR,39,213.36,111.13004,1997-98
589,Brent Price,HOU,29,185.42,83.91452,1997-98
590,Alvin Williams,TOR,23,195.58,83.91452,1997-98
591,Andrew Lang,MIL,32,210.82,122.46984,1997-98
592,Anfernee Hardaway,ORL,26,200.66,97.52228,1997-98
593,Anthony Bowie,NYK,34,198.12,90.7184,1997-98
594,Anthony Goldwire,DEN,26,187.96,82.553744,1997-98
595,Anthony Johnson,SAC,23,190.5,86.18248,1997-98
596,Anthony Mason,CHH,31,203.2,113.398,1997-98
597,Anthony Miller,ATL,26,205.74,115.66596,1997-98
598,Anthony Parker,PHI,23,198.12,97.52228,1997-98
599,Anthony Peeler,MIN,28,193.04,94.347136,1997-98
600,Antoine Carr,UTA,36,205.74,122.46984,1997-98
601,Antoine Walker,BOS,21,205.74,111.13004,1997-98
602,Andrew DeClercq,BOS,25,208.28,104.32616,1997-98
603,Brevin Knight,CLE,22,177.8,78.471416,1997-98
604,Brian Evans,NJN,24,203.2,99.79024,1997-98
605,Brian Grant,POR,26,205.74,115.212368,1997-98
606,Chris Garner,TOR,23,177.8,70.760352,1997-98
607,Chris Gatling,NJN,30,208.28,104.32616,1997-98
608,Chris Mills,NYK,28,200.66,97.975872,1997-98
609,Chris Morris,UTA,32,203.2,103.418976,1997-98
610,Chris Mullin,IND,34,200.66,97.52228,1997-98
611,Chris Robinson,SAC,24,195.58,90.7184,1997-98
612,Chris Webber,WAS,25,208.28,111.13004,1997-98
613,Chris Whitney,WAS,26,182.88,77.11064,1997-98
614,Christian Laettner,ATL,28,210.82,111.13004,1997-98
615,Chuck Person,SAS,34,203.2,106.59412,1997-98
616,Chucky Brown,ATL,30,203.2,97.52228,1997-98
617,Chris Dudley,NYK,33,210.82,108.86208,1997-98
618,Clar. Weatherspoon,GSW,27,200.66,108.86208,1997-98
619,Clifford Rozier,MIN,25,210.82,111.13004,1997-98
620,Clyde Drexler,HOU,36,200.66,100.697424,1997-98
621,Corey Beck,CHH,27,190.5,90.7184,1997-98
622,Corie Blount,LAL,29,208.28,109.769264,1997-98
623,Corliss Williamson,SAC,24,200.66,111.13004,1997-98
624,Cory Alexander,DEN,25,185.42,86.18248,1997-98
625,Dale Davis,IND,29,210.82,104.32616,1997-98
626,Dale Ellis,SEA,37,200.66,97.52228,1997-98
627,Damon Stoudamire,POR,24,177.8,77.564232,1997-98
628,Dan Majerle,MIA,32,198.12,99.79024,1997-98
629,Dan Schayes,ORL,39,210.82,117.93392,1997-98
630,Clifford Robinson,PHX,31,208.28,102.0582,1997-98
631,Danny Fortson,DEN,22,200.66,117.93392,1997-98
632,Chris Crawford,ATL,23,205.74,106.59412,1997-98
633,Chris Carr,MIN,24,198.12,99.79024,1997-98
634,Brian Oliver,ATL,30,193.04,95.25432,1997-98
635,Brian Shaw,PHI,32,198.12,90.7184,1997-98
636,Brooks Thompson,NYK,27,193.04,87.543256,1997-98
637,Bruce Bowen,BOS,27,200.66,90.7184,1997-98
638,Bryant Reeves,VAN,25,213.36,124.7378,1997-98
639,Bryant Stith,DEN,27,195.58,94.347136,1997-98
640,Bryon Russell,UTA,27,200.66,102.0582,1997-98
641,Bubba Wells,DAL,23,195.58,104.32616,1997-98
642,Buck Williams,NYK,38,203.2,102.0582,1997-98
643,Calbert Cheaney,WAS,26,200.66,97.52228,1997-98
644,Carl Herrera,SAS,31,205.74,102.0582,1997-98
645,Chris Childs,NYK,30,190.5,88.45044,1997-98
646,Carl Thomas,CLE,28,193.04,88.45044,1997-98
647,Cedric Ceballos,DAL,28,200.66,99.79024,1997-98
648,Cedric Henderson,CLE,23,200.66,97.52228,1997-98
649,Charles Barkley,HOU,35,198.12,114.305184,1997-98
650,Charles Jones,HOU,41,205.74,97.52228,1997-98
651,Charles O'Bannon,DET,23,195.58,94.800728,1997-98
652,Charles Oakley,NYK,34,205.74,111.13004,1997-98
653,Charles Smith,LAC,22,193.04,87.996848,1997-98
654,Charlie Ward,NYK,27,187.96,86.18248,1997-98
655,Chauncey Billups,TOR,21,190.5,91.625584,1997-98
656,Cherokee Parks,MIN,25,210.82,108.86208,1997-98
657,Chris Anstey,DAL,23,213.36,112.944408,1997-98
658,Carlos Rogers,POR,27,210.82,99.79024,1997-98
659,Jermaine O'Neal,POR,19,210.82,102.511792,1997-98
660,Danny Ferry,CLE,31,208.28,106.59412,1997-98
661,Jerome Williams,DET,25,205.74,93.439952,1997-98
662,Scott Williams,PHI,30,208.28,104.32616,1997-98
663,Scottie Pippen,CHI,32,200.66,103.418976,1997-98
664,Sean Elliott,SAS,30,203.2,92.98636,1997-98
665,Sean Higgins,POR,29,205.74,92.98636,1997-98
666,Sean Rooks,LAL,28,208.28,117.93392,1997-98
667,Shandon Anderson,UTA,24,198.12,95.25432,1997-98
668,Shaquille O'Neal,LAL,26,215.9,142.88148,1997-98
669,Shareef Abdur-Rahim,VAN,21,205.74,104.32616,1997-98
670,Sharone Wright,TOR,25,210.82,117.93392,1997-98
671,Shawn Bradley,DAL,26,228.6,112.490816,1997-98
672,Shawn Kemp,CLE,28,208.28,116.119552,1997-98
673,Shawn Respert,DAL,26,187.96,88.45044,1997-98
674,Shawnelle Scott,CLE,26,210.82,113.398,1997-98
675,Shea Seals,LAL,22,195.58,95.25432,1997-98
676,Sherman Douglas,NJN,31,185.42,88.45044,1997-98
677,Spud Webb,ORL,34,167.64,60.327736,1997-98
678,Stacey Augmon,POR,29,203.2,92.98636,1997-98
679,Stanley Roberts,MIN,28,213.36,131.54168,1997-98
680,Stephen Howard,SEA,27,205.74,102.0582,1997-98
681,Stephon Marbury,MIN,21,187.96,81.64656,1997-98
682,Steve Henson,DET,30,185.42,81.64656,1997-98
683,Steve Kerr,CHI,32,190.5,82.100152,1997-98
684,Steve Nash,PHX,24,190.5,88.45044,1997-98
685,Scott Burrell,CHI,27,200.66,98.883056,1997-98
686,Scott Brooks,CLE,32,180.34,74.84268,1997-98
687,Scot Pollard,DET,23,210.82,120.20188,1997-98
688,Samaki Walker,DAL,22,205.74,108.86208,1997-98
689,Reggie Jordan,MIN,30,193.04,88.45044,1997-98
690,Reggie Miller,IND,32,200.66,83.91452,1997-98
691,Reggie Slater,TOR,27,200.66,115.66596,1997-98
692,Rex Chapman,PHX,30,193.04,88.45044,1997-98
693,Rex Walters,MIA,28,193.04,86.18248,1997-98
694,Rick Brunson,POR,26,193.04,88.45044,1997-98
695,Rick Fox,LAL,28,200.66,109.769264,1997-98
696,Rick Mahorn,DET,39,208.28,117.93392,1997-98
697,Ricky Pierce,MIL,38,193.04,97.52228,1997-98
698,Rik Smits,IND,31,223.52,120.20188,1997-98
699,Robert Horry,LAL,27,208.28,99.79024,1997-98
700,Steven Smith,ATL,29,203.2,100.243832,1997-98
701,Robert Pack,DAL,29,187.96,86.18248,1997-98
702,Rodney Rogers,LAC,27,200.66,115.66596,1997-98
703,Rodrick Rhodes,HOU,24,198.12,102.0582,1997-98
704,Ron Harper,CHI,34,198.12,97.975872,1997-98
705,Ron Mercer,BOS,22,200.66,95.25432,1997-98
706,Rony Seikaly,NJN,33,210.82,114.758776,1997-98
707,Roy Rogers,TOR,24,208.28,106.59412,1997-98
708,Rusty LaRue,CHI,24,190.5,83.91452,1997-98
709,Sam Cassell,NJN,28,190.5,83.91452,1997-98
710,Sam Mack,VAN,28,200.66,99.79024,1997-98
711,Sam Mitchell,MIN,34,200.66,97.52228,1997-98
712,Sam Perkins,SEA,37,205.74,117.93392,1997-98
713,Rod Strickland,WAS,31,190.5,83.91452,1997-98
714,Reggie Hanson,BOS,29,203.2,88.45044,1997-98
715,Stojko Vrankovic,LAC,34,218.44,117.93392,1997-98
716,Terrell Brandon,MIL,28,180.34,78.471416,1997-98
717,Travis Williams,CHH,29,200.66,113.398,1997-98
718,Troy Hudson,UTA,22,185.42,80.739376,1997-98
719,Tyrone Corbin,ATL,35,198.12,102.0582,1997-98
720,Tyrone Hill,MIL,30,205.74,113.398,1997-98
721,Tyus Edney,BOS,25,177.8,68.945984,1997-98
722,Vernon Maxwell,CHH,32,193.04,81.64656,1997-98
723,Vin Baker,SEA,26,210.82,113.398,1997-98
724,Vincent Askew,POR,32,198.12,95.25432,1997-98
725,Vinny Del Negro,SAS,31,193.04,90.7184,1997-98
726,Vitaly Potapenko,CLE,23,208.28,127.00576,1997-98
727,Vlade Divac,CHH,30,215.9,117.93392,1997-98
728,Voshon Lenard,MIA,25,193.04,92.98636,1997-98
729,Walt Williams,POR,28,203.2,104.32616,1997-98
730,Walter McCarty,BOS,24,208.28,104.32616,1997-98
731,Wesley Person,CLE,27,198.12,88.45044,1997-98
732,Will Perdue,SAS,32,213.36,108.86208,1997-98
733,William Cunningham,PHI,24,210.82,113.398,1997-98
734,Willie Burton,SAS,30,203.2,95.25432,1997-98
735,Xavier McDaniel,NJN,35,200.66,92.98636,1997-98
736,Yinka Dare,NJN,25,213.36,120.20188,1997-98
737,Zan Tabak,BOS,28,213.36,111.13004,1997-98
738,Zydrunas Ilgauskas,CLE,23,220.98,117.93392,1997-98
739,Jerome Kersey,SEA,36,200.66,102.0582,1997-98
740,Travis Knight,BOS,23,213.36,106.59412,1997-98
741,Travis Best,IND,25,180.34,82.553744,1997-98
742,Tracy Murray,WAS,26,200.66,103.418976,1997-98
743,Tracy McGrady,TOR,19,203.2,95.25432,1997-98
744,Terry Cummings,NYK,37,205.74,113.398,1997-98
745,Terry Davis,WAS,31,208.28,113.398,1997-98
746,Terry Dehere,SAC,26,193.04,86.18248,1997-98
747,Terry Mills,MIA,30,208.28,113.398,1997-98
748,Terry Porter,MIN,35,190.5,88.45044,1997-98
749,Theo Ratliff,PHI,25,208.28,102.0582,1997-98
750,Tim Breaux,MIL,27,200.66,97.52228,1997-98
751,Tim Duncan,SAS,22,213.36,112.490816,1997-98
752,Tim Hardaway,MIA,31,182.88,88.45044,1997-98
753,Tim Kempton,TOR,34,208.28,111.13004,1997-98
754,Tim Legler,WAS,31,193.04,90.7184,1997-98
755,Tariq Abdul-Wahad,SAC,23,198.12,101.151016,1997-98
756,Tim Thomas,PHI,21,208.28,104.32616,1997-98
757,Todd Fuller,GSW,23,210.82,115.66596,1997-98
758,Tom Chambers,PHI,39,208.28,99.79024,1997-98
759,Tom Gugliotta,MIN,28,208.28,108.86208,1997-98
760,Tom Hammonds,MIN,31,205.74,102.0582,1997-98
761,Toni Kukoc,CHI,29,210.82,105.233344,1997-98
762,Tony Battie,DEN,22,210.82,108.86208,1997-98
763,Tony Delk,GSW,24,187.96,87.089664,1997-98
764,Tony Dumas,CLE,25,198.12,86.18248,1997-98
765,Tony Farmer,CHH,28,205.74,111.13004,1997-98
766,Tony Massenburg,VAN,30,205.74,113.398,1997-98
767,Tony Smith,MIL,30,190.5,83.91452,1997-98
768,Todd Day,MIA,28,198.12,85.275296,1997-98
769,Reggie Geary,SAS,24,187.96,84.821704,1997-98
770,Gary Trent,TOR,23,203.2,113.398,1997-98
771,Rasheed Wallace,POR,23,210.82,102.0582,1997-98
772,Kevin Edwards,ORL,32,190.5,86.18248,1997-98
773,Kevin Garnett,MIN,22,210.82,99.79024,1997-98
774,Kevin Johnson,PHX,32,185.42,86.18248,1997-98
775,Kevin Ollie,ORL,25,193.04,88.45044,1997-98
776,Kevin Salvadori,SAC,27,213.36,104.779752,1997-98
777,Kevin Willis,HOU,35,213.36,111.13004,1997-98
778,Khalid Reeves,DAL,25,190.5,91.171992,1997-98
779,Kiwane Garris,DEN,23,187.96,83.007336,1997-98
780,Kobe Bryant,LAL,19,200.66,95.25432,1997-98
781,Kurt Thomas,DAL,25,205.74,104.32616,1997-98
782,LaPhonso Ellis,DEN,28,203.2,108.86208,1997-98
783,Lamond Murray,LAC,25,200.66,107.047712,1997-98
784,Larry Johnson,NYK,29,200.66,119.294696,1997-98
785,Larry Robinson,VAN,30,190.5,81.64656,1997-98
786,Latrell Sprewell,GSW,27,195.58,86.18248,1997-98
787,Lawrence Funderburke,SAC,27,205.74,104.32616,1997-98
788,Lawrence Moten,WAS,26,195.58,83.91452,1997-98
789,Ledell Eackles,WAS,31,195.58,104.779752,1997-98
790,Lee Mayberry,VAN,28,185.42,81.64656,1997-98
791,Lindsey Hunter,DET,27,187.96,88.45044,1997-98
792,Litterial Green,MIL,28,185.42,88.45044,1997-98
793,Lloyd Daniels,TOR,30,200.66,92.98636,1997-98
794,Lorenzen Wright,LAC,22,210.82,108.86208,1997-98
795,Kerry Kittles,NJN,24,195.58,81.192968,1997-98
796,Kenny Anderson,BOS,27,185.42,76.203456,1997-98
797,Kendall Gill,NJN,30,195.58,97.975872,1997-98
798,Kelvin Cato,POR,23,210.82,115.66596,1997-98
799,Jerry Stackhouse,DET,23,198.12,98.883056,1997-98
800,Jim McIlvaine,SEA,25,215.9,119.748288,1997-98
801,Jimmy Oliver,WAS,28,195.58,92.98636,1997-98
802,Joe Dumars,DET,35,190.5,88.45044,1997-98
803,Joe Kleine,CHI,36,210.82,115.66596,1997-98
804,Joe Smith,PHI,22,208.28,102.0582,1997-98
805,Joe Stephens,HOU,25,200.66,95.25432,1997-98
806,Joe Wolf,DEN,33,210.82,104.32616,1997-98
807,John Crotty,POR,28,185.42,83.91452,1997-98
808,John Starks,NYK,32,195.58,83.91452,1997-98
809,John Stockton,UTA,36,185.42,79.3786,1997-98
810,Lorenzo Williams,WAS,28,205.74,90.7184,1997-98
811,John Thomas,TOR,22,205.74,120.20188,1997-98
812,Johnny Newman,DEN,34,200.66,92.98636,1997-98
813,Johnny Taylor,ORL,24,205.74,99.79024,1997-98
814,Jon Barry,LAL,28,195.58,95.25432,1997-98
815,Jud Buechler,CHI,30,198.12,103.418976,1997-98
816,Juwan Howard,WAS,25,205.74,108.86208,1997-98
817,Karl Malone,UTA,34,205.74,116.119552,1997-98
818,Kebu Stewart,PHI,24,203.2,108.408488,1997-98
819,Keith Askins,MIA,30,203.2,101.604608,1997-98
820,Keith Booth,CHI,23,198.12,102.511792,1997-98
821,Keith Closs,LAC,22,220.98,96.161504,1997-98
822,Keith Van Horn,NJN,22,208.28,99.79024,1997-98
823,John Wallace,TOR,24,205.74,102.0582,1997-98
824,Loy Vaught,LAC,30,205.74,104.32616,1997-98
825,Jim Jackson,GSW,27,198.12,99.79024,1997-98
826,Lucious Harris,NJN,27,195.58,92.98636,1997-98
827,Micheal Williams,MIN,31,187.96,79.3786,1997-98
828,Mitch Richmond,SAC,33,195.58,97.52228,1997-98
829,Mitchell Butler,CLE,27,195.58,95.25432,1997-98
830,Monty Williams,SAS,26,203.2,102.0582,1997-98
831,Mookie Blaylock,ATL,31,185.42,83.91452,1997-98
832,Muggsy Bogues,GSW,33,160.02,63.956472,1997-98
833,Nate McMillan,SEA,33,195.58,95.25432,1997-98
834,Nick Anderson,ORL,30,198.12,103.418976,1997-98
835,Nick Van Exel,LAL,26,185.42,86.18248,1997-98
836,Luc Longley,CHI,29,218.44,132.448864,1997-98
837,Oliver Miller,TOR,28,205.74,147.4174,1997-98
838,Michael Stewart,SAC,23,208.28,104.32616,1997-98
839,Othella Harrington,HOU,24,205.74,106.59412,1997-98
840,P.J. Brown,MIA,28,210.82,108.86208,1997-98
841,Patrick Ewing,NYK,35,213.36,115.66596,1997-98
842,Pervis Ellison,BOS,31,205.74,95.25432,1997-98
843,Pete Chilcutt,VAN,29,208.28,108.86208,1997-98
844,Pete Myers,NYK,34,198.12,81.64656,1997-98
845,Pooh Richardson,LAC,32,185.42,81.64656,1997-98
846,Popeye Jones,TOR,28,203.2,120.20188,1997-98
847,Priest Lauderdale,DEN,24,223.52,147.4174,1997-98
848,Randy Brown,CHI,30,187.96,86.636072,1997-98
849,Ray Allen,MIL,22,195.58,92.98636,1997-98
850,Randy Livingston,ATL,23,193.04,95.25432,1997-98
851,Otis Thorpe,SAC,35,208.28,111.583632,1997-98
852,Michael Smith,VAN,26,203.2,104.32616,1997-98
853,Olden Polynice,SAC,33,213.36,113.398,1997-98
854,Michael Jordan,CHI,35,198.12,97.975872,1997-98
855,Michael McDonald,CHH,29,208.28,105.233344,1997-98
856,Malik Rose,SAS,23,200.66,113.398,1997-98
857,Malik Sealy,DET,28,203.2,90.7184,1997-98
858,Marcus Camby,TOR,24,210.82,99.79024,1997-98
859,Mario Bennett,LAL,24,205.74,106.59412,1997-98
860,Mario Elie,HOU,34,195.58,95.25432,1997-98
861,Mark Bryant,PHX,33,205.74,111.13004,1997-98
862,Mark Davis,PHI,25,200.66,95.25432,1997-98
863,Mark Hendrickson,SAC,24,205.74,99.79024,1997-98
864,Mark Jackson,IND,33,190.5,83.91452,1997-98
865,Mark Pope,IND,25,208.28,106.59412,1997-98
866,Mark Price,ORL,34,182.88,81.64656,1997-98
867,Mahmoud Abdul-Rauf,SAC,29,185.42,73.481904,1997-98
868,Mark West,IND,37,208.28,111.583632,1997-98
869,Marko Milic,PHX,21,198.12,106.59412,1997-98
870,Martin Muursepp,DAL,23,205.74,106.59412,1997-98
871,Marty Conlon,MIA,30,210.82,111.13004,1997-98
872,Matt Bullard,HOU,31,208.28,106.59412,1997-98
873,Matt Geiger,CHH,28,215.9,111.13004,1997-98
874,Matt Maloney,HOU,26,190.5,90.7184,1997-98
875,Maurice Taylor,LAC,21,205.74,117.93392,1997-98
876,Michael Cage,NJN,36,205.74,112.490816,1997-98
877,Michael Curry,MIL,29,195.58,102.965384,1997-98
878,Michael Finley,DAL,25,200.66,97.52228,1997-98
879,Mark Strickland,MIA,27,208.28,99.79024,1997-98
880,Dana Barros,BOS,32,180.34,73.935496,1998-99
881,Dan Schayes,ORL,40,210.82,117.93392,1998-99
882,Dan Majerle,MIA,33,198.12,99.79024,1998-99
883,Damon Stoudamire,POR,25,177.8,77.564232,1998-99
884,Cory Carr,CHI,23,193.04,95.25432,1998-99
885,Dale Ellis,SEA,38,200.66,92.98636,1998-99
886,Dale Davis,IND,30,210.82,104.32616,1998-99
887,Cuttino Mobley,HOU,23,193.04,86.18248,1998-99
888,Danny Ferry,CLE,32,208.28,106.59412,1998-99
889,Damon Jones,BOS,22,190.5,83.91452,1998-99
890,Danny Fortson,DEN,23,200.66,117.93392,1998-99
891,David Wesley,CHH,28,185.42,91.625584,1998-99
892,Darrell Armstrong,ORL,31,185.42,81.64656,1998-99
893,Darrick Martin,LAC,28,180.34,77.11064,1998-99
894,David Robinson,SAS,33,215.9,113.398,1998-99
895,David Vaughn,NJN,26,205.74,108.86208,1998-99
896,David Wingate,NYK,35,195.58,84.821704,1998-99
897,DeJuan Wheat,VAN,25,182.88,74.84268,1998-99
898,Dean Garrett,MIN,32,210.82,113.398,1998-99
899,Dee Brown,TOR,30,187.96,83.91452,1998-99
900,Dell Curry,MIL,35,195.58,92.98636,1998-99
901,Dennis Rodman,LAL,38,200.66,95.25432,1998-99
902,Danny Manning,PHX,33,208.28,110.676448,1998-99
903,Cory Alexander,DEN,26,185.42,86.18248,1998-99
904,Charles R. Jones,CHI,23,190.5,81.64656,1998-99
905,Corie Blount,CLE,30,208.28,109.769264,1998-99
906,Charles Shackleford,CHH,33,210.82,111.13004,1998-99
907,Charles Smith,LAC,23,193.04,87.996848,1998-99
908,Charlie Ward,NYK,28,187.96,86.18248,1998-99
909,Chauncey Billups,DEN,22,190.5,91.625584,1998-99
910,Cherokee Parks,VAN,26,210.82,108.86208,1998-99
911,Chris Anstey,DAL,24,213.36,112.944408,1998-99
912,Chris Carr,NJN,25,198.12,99.79024,1998-99
913,Chris Childs,NYK,31,190.5,88.45044,1998-99
914,Chris Crawford,ATL,24,205.74,106.59412,1998-99
915,Chris Dudley,NYK,34,210.82,117.93392,1998-99
916,Chris Gatling,MIL,31,208.28,104.32616,1998-99
917,Corliss Williamson,SAC,25,200.66,111.13004,1998-99
918,Chris King,UTA,29,203.2,97.52228,1998-99
919,Chris Morris,PHX,33,203.2,103.418976,1998-99
920,Chris Mullin,IND,35,200.66,97.52228,1998-99
